# BACK RUA RLA LUA LLA
0.526 -0.582 0.507 0.356 0.287 -0.117 0.800 0.513 0.122 -0.568 -0.276 -0.766 0.629 -0.702 0.215 0.255 0.526 -0.605 -0.471 -0.368 
0.524 -0.586 0.501 0.362 0.265 -0.145 0.803 0.514 0.153 -0.563 -0.305 -0.753 0.634 -0.702 0.230 0.231 0.510 -0.619 -0.460 -0.382 
0.522 -0.592 0.492 0.368 0.238 -0.180 0.806 0.512 0.186 -0.558 -0.341 -0.733 0.641 -0.697 0.247 0.204 0.496 -0.628 -0.445 -0.402 
0.517 -0.599 0.482 0.376 0.209 -0.220 0.805 0.509 0.224 -0.551 -0.384 -0.706 0.651 -0.690 0.267 0.169 0.476 -0.637 -0.425 -0.432 
0.511 -0.606 0.474 0.382 0.179 -0.269 0.803 0.502 0.273 -0.536 -0.443 -0.665 0.660 -0.682 0.290 0.125 0.444 -0.650 -0.397 -0.472 
0.507 -0.613 0.466 0.388 0.139 -0.320 0.790 0.504 0.332 -0.510 -0.505 -0.612 0.667 -0.670 0.319 0.068 0.400 -0.663 -0.361 -0.519 
0.506 -0.615 0.461 0.392 0.092 -0.369 0.769 0.514 0.400 -0.474 -0.559 -0.550 0.674 -0.649 0.352 -0.001 0.345 -0.672 -0.320 -0.572 
0.506 -0.613 0.461 0.395 0.031 -0.417 0.739 0.528 0.474 -0.428 -0.600 -0.482 0.680 -0.617 0.389 -0.079 0.283 -0.675 -0.268 -0.627 
0.507 -0.611 0.463 0.394 -0.043 -0.464 0.699 0.542 0.546 -0.378 -0.622 -0.415 0.683 -0.567 0.427 -0.172 0.208 -0.671 -0.186 -0.687 
0.509 -0.606 0.471 0.389 -0.128 -0.510 0.647 0.552 0.617 -0.319 -0.634 -0.339 0.681 -0.498 0.462 -0.273 0.126 -0.654 -0.086 -0.741 
0.506 -0.607 0.477 0.385 -0.230 -0.543 0.577 0.565 0.695 -0.241 -0.631 -0.247 0.667 -0.437 0.484 -0.362 0.042 -0.612 0.047 -0.788 
0.495 -0.613 0.483 0.381 -0.332 -0.547 0.504 0.580 0.780 -0.153 -0.585 -0.160 0.644 -0.386 0.493 -0.439 -0.028 -0.540 0.194 -0.819 
0.485 -0.617 0.497 0.371 -0.415 -0.535 0.438 0.591 0.865 -0.105 -0.483 -0.083 0.617 -0.359 0.482 -0.508 -0.087 -0.428 0.336 -0.834 
0.488 -0.617 0.491 0.375 -0.423 -0.547 0.397 0.604 0.840 -0.146 -0.500 -0.153 0.645 -0.165 0.503 -0.551 -0.078 -0.462 0.406 -0.785 
0.490 -0.611 0.495 0.376 -0.392 -0.524 0.436 0.618 0.861 -0.145 -0.462 -0.158 0.632 -0.233 0.529 -0.517 -0.041 -0.462 0.319 -0.827 
0.491 -0.606 0.498 0.379 -0.386 -0.511 0.445 0.627 0.873 -0.108 -0.446 -0.163 0.641 -0.218 0.500 -0.540 -0.037 -0.456 0.329 -0.826 
0.493 -0.599 0.508 0.375 -0.379 -0.516 0.457 0.617 0.869 -0.114 -0.447 -0.180 0.634 -0.231 0.508 -0.535 -0.043 -0.458 0.346 -0.818 
0.490 -0.597 0.516 0.370 -0.383 -0.516 0.452 0.619 0.865 -0.120 -0.449 -0.187 0.627 -0.233 0.512 -0.538 -0.045 -0.459 0.343 -0.818 
0.490 -0.595 0.519 0.369 -0.382 -0.515 0.451 0.621 0.865 -0.121 -0.449 -0.190 0.624 -0.230 0.515 -0.540 -0.047 -0.457 0.337 -0.822 
0.492 -0.592 0.521 0.369 -0.379 -0.512 0.454 0.623 0.865 -0.125 -0.447 -0.188 0.623 -0.231 0.517 -0.540 -0.052 -0.455 0.334 -0.824 
0.494 -0.588 0.523 0.369 -0.378 -0.510 0.455 0.625 0.867 -0.128 -0.445 -0.185 0.621 -0.233 0.519 -0.539 -0.056 -0.455 0.332 -0.824 
0.494 -0.588 0.524 0.370 -0.377 -0.510 0.455 0.625 0.868 -0.129 -0.443 -0.186 0.618 -0.235 0.523 -0.537 -0.059 -0.457 0.333 -0.823 
0.492 -0.588 0.525 0.370 -0.377 -0.509 0.454 0.626 0.867 -0.128 -0.443 -0.187 0.616 -0.236 0.526 -0.537 -0.063 -0.458 0.337 -0.820 
0.492 -0.587 0.526 0.369 -0.377 -0.509 0.454 0.627 0.868 -0.127 -0.443 -0.187 0.614 -0.238 0.528 -0.536 -0.066 -0.458 0.340 -0.819 
0.492 -0.587 0.526 0.370 -0.377 -0.509 0.454 0.627 0.868 -0.126 -0.442 -0.186 0.613 -0.239 0.530 -0.535 -0.069 -0.458 0.340 -0.818 
0.493 -0.587 0.526 0.370 -0.376 -0.509 0.454 0.628 0.868 -0.127 -0.443 -0.184 0.611 -0.240 0.532 -0.535 -0.074 -0.458 0.341 -0.818 
0.493 -0.587 0.525 0.370 -0.375 -0.509 0.453 0.629 0.869 -0.128 -0.443 -0.181 0.611 -0.241 0.533 -0.534 -0.078 -0.458 0.340 -0.818 
0.493 -0.588 0.525 0.369 -0.374 -0.508 0.453 0.630 0.870 -0.129 -0.443 -0.177 0.611 -0.241 0.533 -0.533 -0.080 -0.458 0.336 -0.819 
0.493 -0.588 0.525 0.369 -0.373 -0.508 0.453 0.630 0.870 -0.129 -0.443 -0.175 0.612 -0.242 0.533 -0.532 -0.081 -0.457 0.334 -0.820 
0.494 -0.588 0.525 0.368 -0.372 -0.510 0.451 0.631 0.869 -0.129 -0.444 -0.174 0.613 -0.243 0.533 -0.530 -0.079 -0.457 0.333 -0.821 
0.495 -0.588 0.524 0.368 -0.371 -0.512 0.448 0.631 0.869 -0.127 -0.446 -0.175 0.615 -0.243 0.533 -0.528 -0.075 -0.456 0.332 -0.822 
0.496 -0.587 0.523 0.367 -0.373 -0.513 0.444 0.633 0.869 -0.123 -0.445 -0.179 0.618 -0.244 0.533 -0.524 -0.066 -0.457 0.329 -0.824 
0.497 -0.588 0.522 0.368 -0.373 -0.512 0.440 0.637 0.870 -0.120 -0.441 -0.185 0.620 -0.245 0.533 -0.521 -0.057 -0.458 0.331 -0.823 
0.497 -0.589 0.521 0.368 -0.371 -0.513 0.437 0.639 0.871 -0.117 -0.437 -0.192 0.624 -0.246 0.531 -0.518 -0.049 -0.455 0.338 -0.823 
0.499 -0.588 0.520 0.367 -0.367 -0.513 0.435 0.642 0.870 -0.115 -0.435 -0.200 0.628 -0.247 0.530 -0.514 -0.039 -0.453 0.340 -0.823 
0.501 -0.588 0.518 0.368 -0.360 -0.511 0.437 0.647 0.869 -0.120 -0.430 -0.213 0.635 -0.248 0.526 -0.509 -0.027 -0.451 0.336 -0.826 
0.502 -0.588 0.516 0.369 -0.347 -0.504 0.444 0.655 0.866 -0.133 -0.423 -0.229 0.645 -0.249 0.522 -0.499 -0.011 -0.450 0.325 -0.832 
0.505 -0.587 0.513 0.371 -0.325 -0.489 0.458 0.667 0.863 -0.152 -0.413 -0.249 0.661 -0.254 0.513 -0.485 0.011 -0.448 0.308 -0.839 
0.509 -0.585 0.510 0.373 -0.294 -0.469 0.477 0.683 0.856 -0.176 -0.400 -0.275 0.685 -0.268 0.497 -0.461 0.039 -0.446 0.286 -0.847 
0.513 -0.583 0.505 0.377 -0.254 -0.447 0.499 0.697 0.844 -0.203 -0.388 -0.311 0.712 -0.285 0.480 -0.426 0.076 -0.449 0.253 -0.853 
0.521 -0.578 0.500 0.380 -0.201 -0.421 0.528 0.709 0.822 -0.232 -0.377 -0.358 0.740 -0.310 0.462 -0.378 0.122 -0.456 0.216 -0.855 
0.528 -0.574 0.496 0.381 -0.137 -0.389 0.560 0.718 0.791 -0.265 -0.363 -0.416 0.765 -0.339 0.446 -0.317 0.171 -0.470 0.184 -0.846 
0.534 -0.570 0.493 0.382 -0.066 -0.354 0.593 0.720 0.748 -0.295 -0.345 -0.485 0.786 -0.369 0.430 -0.247 0.228 -0.491 0.159 -0.826 
0.540 -0.565 0.493 0.382 0.013 -0.316 0.624 0.714 0.692 -0.318 -0.329 -0.558 0.800 -0.404 0.411 -0.168 0.293 -0.513 0.129 -0.796 
0.548 -0.557 0.496 0.380 0.090 -0.279 0.652 0.699 0.621 -0.338 -0.314 -0.634 0.806 -0.436 0.390 -0.085 0.369 -0.532 0.088 -0.757 
0.552 -0.553 0.492 0.384 0.165 -0.244 0.674 0.678 0.534 -0.357 -0.297 -0.707 0.800 -0.473 0.369 0.002 0.444 -0.553 0.048 -0.703 
0.560 -0.545 0.489 0.387 0.234 -0.208 0.693 0.650 0.439 -0.373 -0.278 -0.769 0.784 -0.505 0.350 0.087 0.506 -0.580 0.015 -0.638 
0.567 -0.540 0.483 0.391 0.297 -0.176 0.706 0.618 0.348 -0.382 -0.266 -0.814 0.759 -0.532 0.338 0.166 0.561 -0.605 -0.030 -0.565 
0.571 -0.538 0.478 0.394 0.350 -0.150 0.719 0.582 0.262 -0.390 -0.262 -0.843 0.721 -0.564 0.325 0.239 0.604 -0.628 -0.093 -0.482 
0.574 -0.535 0.477 0.396 0.394 -0.128 0.731 0.542 0.181 -0.403 -0.263 -0.858 0.678 -0.594 0.308 0.304 0.624 -0.654 -0.147 -0.401 
0.576 -0.532 0.481 0.393 0.431 -0.106 0.740 0.505 0.115 -0.414 -0.275 -0.860 0.643 -0.612 0.290 0.357 0.618 -0.686 -0.181 -0.338 
0.575 -0.529 0.488 0.389 0.459 -0.093 0.743 0.479 0.073 -0.421 -0.295 -0.854 0.623 -0.615 0.278 0.395 0.596 -0.719 -0.196 -0.300 
0.576 -0.527 0.487 0.391 0.473 -0.088 0.743 0.465 0.047 -0.422 -0.314 -0.849 0.608 -0.616 0.277 0.417 0.578 -0.743 -0.209 -0.265 
0.576 -0.524 0.485 0.398 0.476 -0.094 0.743 0.460 0.035 -0.418 -0.326 -0.847 0.590 -0.623 0.283 0.429 0.564 -0.760 -0.220 -0.236 
0.577 -0.523 0.486 0.398 0.471 -0.106 0.744 0.462 0.040 -0.412 -0.347 -0.842 0.581 -0.628 0.288 0.430 0.562 -0.765 -0.227 -0.218 
0.576 -0.523 0.489 0.394 0.454 -0.126 0.749 0.466 0.063 -0.407 -0.380 -0.828 0.584 -0.629 0.298 0.417 0.559 -0.769 -0.221 -0.216 
0.573 -0.526 0.491 0.392 0.427 -0.155 0.756 0.471 0.090 -0.404 -0.416 -0.810 0.597 -0.626 0.312 0.393 0.547 -0.779 -0.201 -0.230 
0.571 -0.528 0.489 0.393 0.399 -0.183 0.761 0.478 0.121 -0.399 -0.446 -0.792 0.609 -0.626 0.329 0.359 0.531 -0.789 -0.177 -0.254 
0.571 -0.530 0.486 0.396 0.368 -0.212 0.763 0.487 0.160 -0.390 -0.475 -0.772 0.620 -0.627 0.350 0.316 0.515 -0.793 -0.157 -0.283 
0.569 -0.534 0.480 0.402 0.331 -0.246 0.761 0.501 0.206 -0.379 -0.501 -0.751 0.629 -0.629 0.374 0.264 0.497 -0.795 -0.144 -0.317 
0.565 -0.536 0.474 0.409 0.289 -0.282 0.755 0.517 0.257 -0.368 -0.522 -0.725 0.638 -0.626 0.398 0.206 0.467 -0.799 -0.128 -0.358 
0.563 -0.538 0.471 0.414 0.238 -0.317 0.747 0.534 0.320 -0.357 -0.544 -0.688 0.650 -0.617 0.421 0.141 0.424 -0.803 -0.104 -0.405 
0.557 -0.544 0.467 0.418 0.176 -0.352 0.732 0.556 0.393 -0.342 -0.566 -0.639 0.666 -0.597 0.442 0.070 0.377 -0.801 -0.072 -0.459 
0.550 -0.550 0.466 0.422 0.097 -0.391 0.709 0.579 0.470 -0.323 -0.583 -0.579 0.677 -0.572 0.463 -0.012 0.311 -0.797 -0.028 -0.517 
0.544 -0.551 0.473 0.421 0.008 -0.437 0.676 0.594 0.542 -0.300 -0.597 -0.509 0.676 -0.542 0.487 -0.107 0.222 -0.788 0.041 -0.573 
0.539 -0.555 0.485 0.408 -0.091 -0.478 0.628 0.607 0.611 -0.274 -0.605 -0.430 0.666 -0.501 0.511 -0.209 0.118 -0.766 0.129 -0.619 
0.533 -0.561 0.488 0.403 -0.200 -0.501 0.564 0.626 0.691 -0.233 -0.594 -0.340 0.649 -0.445 0.530 -0.317 -0.012 -0.718 0.251 -0.649 
0.530 -0.560 0.502 0.392 -0.316 -0.495 0.483 0.649 0.778 -0.188 -0.539 -0.262 0.630 -0.399 0.524 -0.411 -0.126 -0.615 0.390 -0.674 
0.515 -0.565 0.514 0.388 -0.398 -0.462 0.433 0.664 0.867 -0.167 -0.422 -0.205 0.618 -0.348 0.493 -0.503 -0.175 -0.469 0.465 -0.730 
0.519 -0.558 0.528 0.376 -0.494 -0.441 0.243 0.708 0.827 -0.156 -0.458 -0.287 0.656 -0.077 0.471 -0.585 -0.152 -0.502 0.415 -0.743 
0.525 -0.557 0.518 0.381 -0.402 -0.467 0.357 0.702 0.838 -0.188 -0.438 -0.268 0.649 -0.177 0.494 -0.551 -0.151 -0.501 0.402 -0.752 
0.517 -0.557 0.526 0.382 -0.424 -0.448 0.333 0.714 0.852 -0.142 -0.426 -0.268 0.647 -0.153 0.479 -0.573 -0.147 -0.477 0.430 -0.752 
0.531 -0.543 0.530 0.377 -0.412 -0.459 0.351 0.704 0.847 -0.148 -0.423 -0.284 0.642 -0.159 0.489 -0.569 -0.149 -0.479 0.431 -0.750 
0.517 -0.558 0.529 0.378 -0.414 -0.459 0.350 0.704 0.846 -0.161 -0.419 -0.286 0.635 -0.162 0.500 -0.566 -0.155 -0.476 0.440 -0.746 
0.515 -0.557 0.529 0.379 -0.412 -0.460 0.352 0.703 0.848 -0.159 -0.419 -0.283 0.633 -0.161 0.504 -0.565 -0.154 -0.475 0.428 -0.753 
0.512 -0.562 0.528 0.379 -0.409 -0.460 0.360 0.701 0.848 -0.165 -0.418 -0.281 0.632 -0.166 0.505 -0.564 -0.156 -0.474 0.424 -0.756 
0.513 -0.560 0.529 0.379 -0.410 -0.461 0.366 0.697 0.847 -0.173 -0.417 -0.281 0.628 -0.173 0.508 -0.563 -0.158 -0.477 0.422 -0.755 
0.513 -0.561 0.529 0.378 -0.411 -0.462 0.368 0.694 0.845 -0.177 -0.418 -0.282 0.626 -0.177 0.510 -0.563 -0.159 -0.478 0.420 -0.755 
0.511 -0.562 0.529 0.378 -0.411 -0.463 0.370 0.692 0.845 -0.178 -0.419 -0.281 0.624 -0.180 0.514 -0.561 -0.161 -0.479 0.421 -0.753 
0.511 -0.562 0.528 0.379 -0.410 -0.465 0.373 0.691 0.845 -0.178 -0.421 -0.278 0.622 -0.184 0.517 -0.558 -0.162 -0.480 0.418 -0.754 
0.511 -0.562 0.527 0.380 -0.409 -0.466 0.374 0.690 0.846 -0.177 -0.424 -0.272 0.621 -0.187 0.521 -0.556 -0.160 -0.483 0.413 -0.755 
0.513 -0.562 0.525 0.381 -0.409 -0.467 0.374 0.689 0.848 -0.174 -0.424 -0.267 0.620 -0.189 0.523 -0.554 -0.157 -0.486 0.404 -0.759 
0.514 -0.563 0.523 0.381 -0.408 -0.469 0.372 0.689 0.851 -0.168 -0.425 -0.260 0.619 -0.192 0.525 -0.551 -0.155 -0.489 0.399 -0.760 
0.515 -0.563 0.521 0.382 -0.406 -0.472 0.370 0.690 0.854 -0.162 -0.425 -0.254 0.620 -0.195 0.526 -0.549 -0.152 -0.492 0.394 -0.761 
0.517 -0.563 0.519 0.382 -0.402 -0.476 0.368 0.690 0.856 -0.156 -0.426 -0.249 0.621 -0.198 0.527 -0.546 -0.147 -0.495 0.388 -0.764 
0.519 -0.562 0.518 0.382 -0.399 -0.479 0.366 0.691 0.858 -0.151 -0.426 -0.244 0.623 -0.200 0.526 -0.543 -0.145 -0.495 0.386 -0.764 
0.522 -0.561 0.516 0.383 -0.393 -0.483 0.364 0.693 0.860 -0.147 -0.424 -0.243 0.625 -0.204 0.526 -0.539 -0.140 -0.495 0.384 -0.767 
0.526 -0.559 0.513 0.384 -0.386 -0.486 0.362 0.695 0.861 -0.143 -0.422 -0.245 0.629 -0.207 0.526 -0.534 -0.127 -0.497 0.373 -0.773 
0.530 -0.557 0.511 0.384 -0.377 -0.488 0.363 0.699 0.861 -0.140 -0.419 -0.252 0.634 -0.209 0.524 -0.529 -0.112 -0.500 0.362 -0.779 
0.531 -0.558 0.508 0.385 -0.365 -0.487 0.365 0.704 0.860 -0.140 -0.415 -0.262 0.643 -0.212 0.521 -0.520 -0.097 -0.503 0.357 -0.781 
0.532 -0.559 0.505 0.387 -0.350 -0.485 0.369 0.711 0.860 -0.138 -0.409 -0.273 0.653 -0.219 0.519 -0.506 -0.075 -0.509 0.350 -0.783 
0.532 -0.561 0.501 0.388 -0.329 -0.482 0.376 0.719 0.858 -0.135 -0.403 -0.290 0.665 -0.225 0.516 -0.490 -0.043 -0.515 0.335 -0.788 
0.535 -0.563 0.495 0.390 -0.304 -0.478 0.384 0.729 0.853 -0.132 -0.395 -0.314 0.680 -0.234 0.515 -0.467 -0.009 -0.523 0.323 -0.789 
0.534 -0.566 0.488 0.395 -0.273 -0.470 0.394 0.741 0.847 -0.129 -0.385 -0.344 0.695 -0.247 0.515 -0.438 0.024 -0.531 0.317 -0.785 
0.536 -0.567 0.483 0.398 -0.234 -0.462 0.405 0.753 0.837 -0.122 -0.375 -0.379 0.712 -0.266 0.511 -0.401 0.069 -0.539 0.303 -0.783 
