0.675 -0.021 0.738 -0.009 
0.675 -0.020 0.738 -0.008 
0.674 -0.018 0.738 -0.006 
0.674 -0.014 0.739 -0.002 
0.674 -0.015 0.738 -0.003 
0.675 -0.017 0.738 -0.006 
0.675 -0.017 0.738 -0.005 
0.675 -0.018 0.738 -0.006 
0.675 -0.020 0.737 -0.008 
0.675 -0.022 0.737 -0.010 
0.676 -0.023 0.737 -0.011 
0.676 -0.025 0.737 -0.013 
0.677 -0.026 0.736 -0.013 
0.678 -0.026 0.735 -0.013 
0.676 -0.023 0.736 -0.010 
0.676 -0.020 0.737 -0.008 
0.675 -0.020 0.737 -0.008 
0.675 -0.019 0.737 -0.005 
0.676 -0.021 0.737 -0.007 
0.676 -0.023 0.736 -0.010 
0.675 -0.022 0.737 -0.009 
0.676 -0.022 0.737 -0.009 
0.676 -0.022 0.737 -0.009 
0.675 -0.022 0.737 -0.009 
0.675 -0.022 0.737 -0.010 
0.675 -0.022 0.737 -0.010 
0.675 -0.023 0.737 -0.010 
0.675 -0.023 0.737 -0.010 
0.675 -0.022 0.737 -0.009 
0.675 -0.021 0.738 -0.008 
0.674 -0.020 0.738 -0.008 
0.674 -0.019 0.738 -0.007 
0.674 -0.018 0.739 -0.005 
0.674 -0.018 0.738 -0.006 
0.674 -0.018 0.738 -0.007 
0.674 -0.018 0.738 -0.006 
0.674 -0.018 0.738 -0.006 
0.675 -0.019 0.738 -0.007 
0.675 -0.020 0.738 -0.008 
0.675 -0.021 0.738 -0.009 
0.675 -0.022 0.737 -0.010 
0.675 -0.023 0.737 -0.011 
0.676 -0.024 0.737 -0.012 
0.676 -0.024 0.736 -0.011 
0.675 -0.022 0.737 -0.009 
0.675 -0.020 0.738 -0.007 
0.675 -0.021 0.737 -0.008 
0.675 -0.019 0.738 -0.006 
0.675 -0.021 0.737 -0.008 
0.675 -0.021 0.738 -0.008 
0.675 -0.021 0.738 -0.008 
0.675 -0.021 0.738 -0.008 
0.675 -0.021 0.738 -0.008 
0.674 -0.020 0.738 -0.008 
0.675 -0.021 0.738 -0.008 
0.674 -0.021 0.738 -0.008 
0.674 -0.021 0.738 -0.008 
0.674 -0.021 0.738 -0.009 
0.674 -0.020 0.738 -0.008 
0.674 -0.019 0.739 -0.007 
0.674 -0.018 0.739 -0.006 
0.673 -0.017 0.739 -0.004 
0.674 -0.015 0.739 -0.003 
0.674 -0.016 0.739 -0.004 
0.674 -0.016 0.739 -0.005 
0.674 -0.016 0.739 -0.004 
0.674 -0.017 0.739 -0.005 
0.674 -0.018 0.739 -0.006 
0.674 -0.019 0.738 -0.007 
0.674 -0.020 0.738 -0.008 
0.675 -0.022 0.738 -0.009 
0.676 -0.023 0.737 -0.011 
0.676 -0.023 0.737 -0.010 
0.675 -0.021 0.737 -0.008 
0.675 -0.019 0.738 -0.007 
0.675 -0.019 0.737 -0.006 
0.675 -0.019 0.737 -0.007 
0.675 -0.021 0.737 -0.008 
0.675 -0.022 0.737 -0.009 
0.675 -0.021 0.737 -0.009 
0.675 -0.022 0.737 -0.009 
0.675 -0.021 0.737 -0.009 
0.675 -0.021 0.738 -0.009 
0.675 -0.021 0.738 -0.009 
0.675 -0.021 0.738 -0.009 
0.675 -0.021 0.738 -0.009 
0.674 -0.020 0.738 -0.008 
0.674 -0.020 0.738 -0.008 
0.674 -0.019 0.738 -0.007 
0.674 -0.019 0.739 -0.007 
0.674 -0.017 0.739 -0.006 
0.674 -0.016 0.739 -0.004 
0.674 -0.016 0.739 -0.005 
0.674 -0.017 0.739 -0.006 
0.674 -0.016 0.739 -0.005 
0.674 -0.017 0.739 -0.005 
0.674 -0.018 0.739 -0.006 
0.674 -0.019 0.738 -0.007 
